Código do Descritor,Descritor,Nível de Complexidade do Texto,Código da Classe,Classes,1EF,2EF,3EF,4EF,5EF,Prio Ped,BNCC,SAEB
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL02,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em cartas.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL03,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em receita.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL04,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em regra de jogo/brincadeira.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL05,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em contos infantis.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL06,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em fábulas.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL07,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em poemas narrativos.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL08,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em regras de convivência.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL09,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em notícias.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL10,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em cartas do leitor.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-3EF,"Reconhecer, em textos de nível 1, relações lógico-discursivas de causalidade marcadas por conjunções mais usuais.","Textos de até 10 linhas, composto por períodos simples ou com breves intercalações, que circulam em qualquer um dos campo de atuação.",D22-3EF-CL11,Reconhecer relações lógico discursivas de causalidade marcadas por conjunções mais usuais em textos de curiosidades.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL01,Reconhecer relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em cartas.,x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL02,"Reconhecer, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em diários.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL03,"Reconhecer, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em receita.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL04,"Reconhecer, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em regra de jogo/brincadeira.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL05,"Reconhecer, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em contos infantis.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL06,"Reconhecer, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em fábulas.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL07,"Reconhecer, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em poemas narrativos.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL08,"Reconhecer, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em estatutos e leis adaptados ao público infantil.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL09,"Reconhecer, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em notícias.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-4EF,"Reconhecer, em textos de nível 2, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-4EF-CL10,"Reconhecer, relações lógico discursivas marcadas por advérbios e expressões adverbiais de tempo em textos de curiosidades.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL01,"Reconhecer, relações lógico-discursivas de adição, marcadas por conjunções mais usuais em cartas.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL02,"Reconhecer, relações lógico-discursivas de oposição, marcadas por conjunções mais usuais em cartas.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL03,"Reconhecer, relações lógico-discursivas de condição, marcadas por conjunções mais usuais em cartas.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL04,"Reconhecer, relações lógico-discursivas de adição, marcadas por conjunções mais usuais, em diários.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL05,"Reconhecer, relações lógico-discursivas de oposição, marcadas por conjunções mais usuais em diários.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL06,"Reconhecer, relações lógico-discursivas de condição, marcadas por conjunções mais usuais em diários.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
D22-5EF," Reconhecer, em textos de nível 2, relações lógico-discursivas adição, oposição, condição marcadas por conjunções mais usuais.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer um dos campos de atuação.",D22-5EF-CL07,"Reconhecer, relações lógico-discursivas de adição, marcadas por conjunções mais usuais, em instruções de montagem.",x,x,x,x,x,2.0,EF05LP07,"Analisar relações de causa e
consequência.(5º ano)
"
